DOI	arXiv	Preprint	Title	Date	Abstract	Days	Years	NumAuthors	NumReferences	Citations	CitationsPerDay	Altmetric
10.1016/j.cels.2019.06.004	FALSE	FALSE	SingleCellNet: A Computational Tool to Classify Single Cell RNA-Seq Data Across Platforms and Across Species	2019-08-01	NA	787	2.1546885694729636	2	31	65	0.08259212198221093	45.226
10.1016/j.cels.2019.07.012	FALSE	FALSE	Valid Post-clustering Differential Analysis for Single-Cell RNA-Seq	2019-10-01	NA	726	1.9876796714579055	3	39	12	0.01652892561983471	28.626
10.1016/j.cels.2019.10.007	FALSE	FALSE	Reconstruction of Cell-type-Specific Interactomes at Single-Cell Resolution	2019-12-01	NA	665	1.8206707734428473	3	38	23	0.03458646616541353	24.05
10.1016/j.cels.2020.02.003	FALSE	FALSE	Inferring Causal Gene Regulatory Networks from Coupled Single-Cell Expression Dynamics Using Scribe	2020-03-01	NA	574	1.571526351813826	10	70	26	0.04529616724738676	81.68
10.1016/j.cels.2020.05.010	FALSE	FALSE	Solo: Doublet Identification in Single-Cell RNA-Seq via Semi-Supervised Deep Learning	2020-07-01	NA	452	1.2375085557837098	6	37	19	0.0420353982300885	28.646
10.1016/j.cels.2020.08.003	FALSE	FALSE	SERGIO: A Single-Cell Expression Simulator Guided by Gene Regulatory Networks	2020-09-01	NA	390	1.0677618069815196	2	85	14	0.035897435897435895	7.75
10.1016/j.cels.2021.04.005	FALSE	FALSE	Hotspot identifies informative gene modules across modalities of single-cell genomics	2021-05-01	NA	148	0.405201916495551	2	54	2	0.013513513513513514	19.8
10.1016/j.compbiolchem.2019.03.013	FALSE	FALSE	SCOUT: A new algorithm for the inference of pseudo-time trajectory using single-cell data	2019-06-01	NA	848	2.321697467488022	4	38	4	0.0047169811320754715	7.58
10.1016/j.compbiolchem.2020.107283	FALSE	FALSE	Effective single-cell clustering through ensemble feature selection and similarity measurements	2020-08-01	NA	421	1.1526351813826146	2	30	1	0.0023752969121140144	8.58
10.1016/j.compbiomed.2021.104820	FALSE	FALSE	UICPC: Centrality-based clustering for scRNA-seq data analysis without user input	2021-10-01	NA	-5	-0.013689253935660506	3	45	0	-0	1
10.1016/j.crmeth.2021.100056	FALSE	FALSE	Improved integration of single-cell transcriptome and surface protein expression by LinQ-View	2021-08-01	NA	56	0.15331964407939766	22	34	0	0	1.5
10.1016/j.crmeth.2021.100071	FALSE	FALSE	A mixture-of-experts deep generative model for integrated analysis of single-cell multiomics data	2021-09-01	NA	25	0.06844626967830253	5	35	0	0	2.5
10.1016/j.csbj.2021.05.046	FALSE	FALSE	scDA: single cell discriminant analysis for single-cell RNA sequencing data	2021-01-01	NA	268	0.7337440109514032	5	42	0	0	8.08
10.1016/j.csbj.2021.06.043	FALSE	FALSE	UCell: Robust and scalable single-cell gene signature scoring	2021-01-01	NA	268	0.7337440109514032	2	11	1	0.0037313432835820895	6.7
10.1016/j.csbj.2021.07.016	FALSE	FALSE	Identify differential genes and cell subclusters from time-series scRNA-seq data using scTITANS	2021-01-01	NA	268	0.7337440109514032	6	70	1	0.0037313432835820895	2.6
10.1016/j.csbj.2021.08.021	FALSE	FALSE	SCSit: A high-efficiency preprocessing tool for single-cell sequencing data from SPLiT-seq	2021-01-01	NA	268	0.7337440109514032	7	31	0	0	0.75
10.1016/j.exphem.2019.08.009	FALSE	FALSE	Machine learning predicts putative haematopoietic stem cells within large single-cell transcriptomics datasets	2019-10-01	NA	726	1.9876796714579055	2	43	13	0.01790633608815427	5.05
10.1016/j.gpb.2018.08.003	FALSE	FALSE	VASC: Dimension Reduction and Visualization of Single-cell RNA-seq Data by Deep Variational Autoencoder	2018-10-01	NA	1091	2.9869952087611225	2	43	68	0.06232813932172319	11.25
10.1016/j.gpb.2018.10.003	FALSE	FALSE	SSCC: A Novel Computational Framework for Rapid and Accurate Clustering Large-scale Single Cell RNA-seq Data	2019-04-01	NA	909	2.48870636550308	3	37	14	0.015401540154015401	1.25
10.1016/j.gpb.2020.05.005	FALSE	FALSE	c-CSN: Single-cell RNA Sequencing Data Analysis by Conditional Cell-specific Network	2021-03-01	NA	209	0.5722108145106092	4	63	0	0	9.08
10.1016/j.gpb.2020.06.014	FALSE	FALSE	redPATH: Reconstructing the Pseudo Development Time of Cell Lineages in Single-cell RNA-seq Data and Applications in Cancer	2021-02-01	NA	237	0.648870636550308	4	59	0	0	1.25
10.1016/j.gpb.2020.08.003	FALSE	FALSE	DTFLOW: Inference and Visualization of Single-cell Pseudotime Trajectory Using Diffusion Propagation	2021-03-01	NA	209	0.5722108145106092	4	49	0	0	7.83
10.1016/j.gpb.2020.11.006	FALSE	FALSE	scLink: Inferring Sparse Gene Co-expression Networks from Single-cell Expression Data	2021-07-01	NA	87	0.23819301848049282	2	0	0	0	9.2
10.1016/j.gpb.2021.01.007	FALSE	FALSE	i2dash: Creation of Flexible, Interactive and Web-based Dashboards for Visualization of Omics Data	2021-07-01	NA	87	0.23819301848049282	5	19	0	0	0.5
10.1016/j.immuni.2019.11.014	FALSE	FALSE	Immune Landscape of Viral- and Carcinogen-Driven Head and Neck Cancer	2020-01-01	NA	634	1.7357973990417521	16	95	89	0.14037854889589904	60.3
10.1016/j.isci.2020.100882	FALSE	FALSE	scCATCH: Automatic Annotation on Cell Types of Clusters from Single-Cell RNA Sequencing Data	2020-03-01	NA	574	1.571526351813826	6	35	37	0.06445993031358885	13.68
10.1016/j.isci.2020.100914	FALSE	FALSE	scID uses discriminant analysis to identify transcriptionally equivalent cell types across single cell RNA-seq data with batch effect	2020-03-01	NA	574	1.571526351813826	3	28	16	0.027874564459930314	1.5
10.1016/j.isci.2020.101185	FALSE	FALSE	BATMAN: Fast and Accurate Integration of Single-Cell RNA-Seq Datasets via Minimum-Weight Matching	2020-06-01	NA	482	1.319644079397673	5	20	2	0.004149377593360996	6.85
10.1016/j.isci.2020.101913	FALSE	FALSE	CellO: comprehensive and hierarchical cell type classification of human cells with the Cell Ontology	2021-01-01	NA	268	0.7337440109514032	4	49	5	0.018656716417910446	17.65
10.1016/j.isci.2021.102393	FALSE	FALSE	Imputing single-cell RNA-seq data by combining graph convolution and autoencoder neural networks	2021-05-01	NA	148	0.405201916495551	5	32	2	0.013513513513513514	1.5
10.1016/j.isci.2021.102855	FALSE	FALSE	A Reference-free Approach for Cell Type Classification with scRNA-seq	2021-08-01	NA	56	0.15331964407939766	3	41	0	0	0.75
10.1016/j.jbi.2021.103899	FALSE	FALSE	scLINE: A multi-network integration framework based on network embedding for representation of single-cell RNA-seq data	2021-10-01	NA	-5	-0.013689253935660506	5	35	0	-0	0.75
10.1016/j.molcel.2017.06.003	FALSE	FALSE	Single-Cell Alternative Splicing Analysis with Expedition Reveals Splicing Dynamics during Neuron Differentiation	2017-07-01	NA	1548	4.238193018480493	7	43	100	0.06459948320413436	86.7
10.1016/j.patter.2020.100035	FALSE	FALSE	A Random Matrix Theory Approach to Denoise Single-Cell Data	2020-06-01	NA	482	1.319644079397673	4	49	10	0.02074688796680498	40.98
10.1016/j.patter.2020.100139	FALSE	FALSE	scTenifoldNet: A Machine Learning Workflow for Constructing and Comparing Transcriptome-wide Gene Regulatory Networks from Single-Cell Data	2020-12-01	NA	299	0.8186173853524983	5	90	2	0.006688963210702341	16.196
10.1016/j.patter.2021.100311	FALSE	FALSE	EmptyNN: A neural network based on positive and unlabeled learning to remove cell-free droplets and recover lost cells in scRNA-seq data	2021-08-01	NA	56	0.15331964407939766	3	24	0	0	6.55
10.1016/j.stem.2016.05.010	FALSE	FALSE	De Novo Prediction of Stem Cell Identity using Single-Cell Transcriptome Data	2016-08-01	NA	1882	5.152635181382615	12	50	320	0.17003188097768332	17.5
10.1016/j.stem.2021.02.015	FALSE	FALSE	Resolving organoid brain region identities by mapping single-cell genomic data to reference atlases	2021-06-01	NA	117	0.3203285420944558	7	50	4	0.03418803418803419	59.55
10.1016/j.xpro.2020.100085	FALSE	FALSE	Protocol for Identification and Removal of Doublets with DoubletDecon	2020-09-01	NA	390	1.0677618069815196	4	5	5	0.01282051282051282	8.2
10.1016/j.ygeno.2019.02.014	FALSE	FALSE	Screen technical noise in single cell RNA sequencing data	2020-01-01	NA	634	1.7357973990417521	5	18	3	0.00473186119873817	2
10.1016/j.ymeth.2018.04.017	FALSE	FALSE	SigEMD: A powerful method for differential gene expression analysis in single-cell RNA sequencing data	2018-08-01	NA	1152	3.154004106776181	2	36	18	0.015625	2.5
10.1016/j.ymeth.2020.09.010	FALSE	FALSE	Model-Based Autoencoders for Imputing Discrete single-cell RNA-seq Data	2021-08-01	NA	56	0.15331964407939766	3	34	1	0.017857142857142856	1.25
10.1038/leu.2015.361	FALSE	FALSE	Single-cell analysis of targeted transcriptome predicts drug sensitivity of single cells within human myeloma tumors	2015-12-29	NA	2098	5.7440109514031485	11	53	39	0.018589132507149667	0.5
10.1038/nature14966	FALSE	FALSE	Single-cell messenger RNA sequencing reveals rare intestinal cell types	2015-08-19	NA	2230	6.105407255304586	8	31	755	0.33856502242152464	100.45
10.1038/nature19348	FALSE	FALSE	Single-cell analysis of mixed-lineage states leading to a binary cell fate choice	2016-08-31	NA	1852	5.070499657768652	7	50	316	0.17062634989200864	563.954
10.1038/nbt.1991	FALSE	FALSE	Extracting a cellular hierarchy from high-dimensional cytometry data with SPADE	2011-10-02	NA	3647	9.984941820670773	9	23	678	0.18590622429394021	25.25
10.1038/nbt.2859	FALSE	FALSE	The dynamics and regulators of cell fate decisions are revealed by pseudotemporal ordering of single cells	2014-03-23	NA	2744	7.512662559890486	10	42	2325	0.8473032069970845	83.93
10.1038/nbt.3102	FALSE	FALSE	Computational analysis of cell-to-cell heterogeneity in single-cell RNA-sequencing data reveals hidden subpopulations of cells	2015-01-19	NA	2442	6.685831622176591	9	50	777	0.3181818181818182	183.444
10.1038/nbt.3192	FALSE	FALSE	Spatial reconstruction of single-cell gene expression data	2015-04-13	NA	2358	6.455852156057495	5	50	1848	0.7837150127226463	208.768
10.1038/nbt.3519	FALSE	FALSE	Near-optimal probabilistic RNA-seq quantification	2016-04-04	NA	2001	5.478439425051334	4	17	3688	1.8430784607696151	168.462
10.1038/nbt.3569	FALSE	FALSE	Wishbone identifies bifurcating developmental trajectories from single-cell data	2016-05-02	NA	1973	5.401779603011636	10	37	407	0.20628484541307654	37.85
10.1038/nbt.3854	FALSE	FALSE	Single-cell topological RNA-seq analysis reveals insights into cellular differentiation and development	2017-05-01	NA	1609	4.405201916495551	7	49	130	0.08079552517091361	133.446
10.1038/nbt.4042	FALSE	FALSE	Multiplexed droplet single-cell RNA-sequencing using natural genetic variation	2017-12-11	NA	1385	3.79192334017796	16	40	352	0.25415162454873647	176.038
10.1038/nbt.4091	FALSE	FALSE	Batch effects in single-cell RNA-sequencing data are corrected by matching mutual nearest neighbors	2018-04-02	NA	1273	3.485284052019165	4	32	725	0.5695208169677927	227.53
10.1038/nbt.4096	FALSE	FALSE	Integrating single-cell transcriptomic data across different conditions, technologies, and species	2018-04-02	NA	1273	3.485284052019165	5	71	3921	3.08012568735271	340.15
10.1038/ncb3493	FALSE	FALSE	Human haematopoietic stem cell lineage commitment is a continuous process	2017-03-20	NA	1651	4.520191649555099	17	53	426	0.25802543912780135	68.884
10.1038/ncb3494	FALSE	FALSE	Demystifying blood stem cell fates	2017-03-31	NA	1640	4.490075290896646	2	12	3	0.001829268292682927	3
10.1038/ncomms11988	FALSE	FALSE	Mpath maps multi-branching single-cell trajectories revealing progenitor cell progression during development	2016-06-30	NA	1914	5.240246406570842	5	47	55	0.028735632183908046	33.546
10.1038/ncomms14049	FALSE	FALSE	Massively parallel digital transcriptional profiling of single cells	2017-01-16	NA	1714	4.692676249144422	33	42	1979	1.1546091015169195	205.8
10.1038/ncomms15599	FALSE	FALSE	Single-cell entropy for accurate estimation of differentiation potency from a cell’s transcriptome	2017-06-01	NA	1578	4.3203285420944555	2	56	107	0.06780735107731306	16.946
10.1038/ng.3818	FALSE	FALSE	Reference component analysis of single-cell transcriptomes elucidates cellular heterogeneity in human colorectal tumors	2017-03-20	NA	1651	4.520191649555099	17	54	447	0.2707450030284676	116.496
10.1038/nmeth.2967	FALSE	FALSE	Bayesian approach to single-cell differential expression analysis	2014-05-18	NA	2688	7.359342915811088	3	23	789	0.2935267857142857	23.6
10.1038/nmeth.3549	FALSE	FALSE	Oscope identifies oscillatory genes in unsynchronized single-cell RNA-seq experiments	2015-08-24	NA	2225	6.091718001368926	10	20	115	0.051685393258426963	63.696
10.1038/nmeth.3734	FALSE	FALSE	Characterizing transcriptional heterogeneity through pathway and gene set overdispersion analysis	2016-01-18	NA	2078	5.689253935660506	11	39	259	0.1246390760346487	15.846
10.1038/nmeth.3800	FALSE	FALSE	T cell fate and clonality inference from single-cell transcriptomes	2016-03-07	NA	2029	5.555099247091033	7	34	278	0.13701330704780681	108.196
10.1038/nmeth.3971	FALSE	FALSE	Diffusion pseudotime robustly reconstructs lineage branching	2016-08-29	NA	1854	5.075975359342916	5	20	558	0.30097087378640774	97.696
10.1038/nmeth.4150	FALSE	FALSE	Single-cell mRNA quantification and differential analysis with Census	2017-01-23	NA	1707	4.673511293634497	6	54	566	0.3315758640890451	75.146
10.1038/nmeth.4197	FALSE	FALSE	Salmon provides fast and bias-aware quantification of transcript expression	2017-03-06	NA	1665	4.558521560574949	5	32	2986	1.7933933933933934	200.904
10.1038/nmeth.4207	FALSE	FALSE	Visualization and analysis of single-cell RNA-seq data by kernel-based similarity learning	2017-03-06	NA	1665	4.558521560574949	5	25	329	0.1975975975975976	46.5
10.1038/nmeth.4220	FALSE	FALSE	Power analysis of single-cell RNA-sequencing experiments	2017-03-06	NA	1665	4.558521560574949	8	45	333	0.2	211.946
10.1038/nmeth.4236	FALSE	FALSE	SC3: consensus clustering of single-cell RNA-seq data	2017-03-27	NA	1644	4.501026694045175	11	47	690	0.4197080291970803	121.492
10.1038/nmeth.4263	FALSE	FALSE	SCnorm: robust normalization of single-cell RNA-seq data	2017-04-17	NA	1623	4.4435318275154	8	27	183	0.11275415896487985	47.25
10.1038/nmeth.4402	FALSE	FALSE	Reversed graph embedding resolves complex single-cell trajectories	2017-08-21	NA	1497	4.098562628336755	7	23	1037	0.6927187708750835	34.4
10.1038/nmeth.4463	FALSE	FALSE	SCENIC: single-cell regulatory network inference and clustering	2017-10-09	NA	1448	3.9644079397672827	14	44	889	0.613950276243094	71.41
10.1038/nmeth.4628	FALSE	FALSE	Alignment of single-cell trajectories to compare cellular expression dynamics	2018-03-12	NA	1294	3.542778918548939	4	13	49	0.03786707882534776	85.1
10.1038/nmeth.4634	FALSE	FALSE	Identification of spatial expression trends in single-cell gene expression data	2018-03-19	NA	1287	3.5236139630390144	3	23	97	0.07536907536907538	33.246
10.1038/nmeth.4644	FALSE	FALSE	scmap: projection of single-cell RNA-seq data across data sets	2018-04-02	NA	1273	3.485284052019165	3	30	272	0.21366849960722703	47.176
10.1038/nmeth.4662	FALSE	FALSE	FateID infers cell fate bias in multipotent progenitors from single-cell RNA-seq data	2018-04-09	NA	1266	3.46611909650924	3	45	142	0.11216429699842022	59.046
10.1038/nprot.2016.066	FALSE	FALSE	Visualization and cellular hierarchy inference of single-cell data using SPADE	2016-06-16	NA	1928	5.278576317590692	8	31	77	0.03993775933609958	28.596
10.1038/s41374-021-00639-w	FALSE	FALSE	An active learning approach for clustering single-cell RNA-seq data	2021-07-09	NA	79	0.216290212183436	5	25	0	0	0.5
10.1038/s41421-019-0114-x	FALSE	FALSE	A novel approach to remove the batch effect of single-cell data	2019-09-24	NA	733	2.00684462696783	3	11	12	0.01637107776261937	1.1
10.1038/s41422-020-0353-2	FALSE	FALSE	Reconstruction of cell spatial organization from single-cell RNA sequencing data based on ligand-receptor mediated self-assembly	2020-06-15	Single-cell RNA sequencing (scRNA-seq) has revolutionized transcriptomic studies by providing unprecedented cellular and molecular throughputs, but spatial information of individual cells is lost during tissue dissociation. While imaging-based technologies such as in situ sequencing show great promise, technical difficulties currently limit their wide usage. Here we hypothesize that cellular spatial organization is inherently encoded by cell identity and can be reconstructed, at least in part, by ligand-receptor interactions, and we present CSOmap, a computational tool to infer cellular interaction de novo from scRNA-seq. We show that CSOmap can successfully recapitulate the spatial organization of multiple organs of human and mouse including tumor microenvironments for multiple cancers in pseudo-space, and reveal molecular determinants of cellular interactions. Further, CSOmap readily simulates perturbation of genes or cell types to gain novel biological insights, especially into how immune cells interact in the tumor microenvironment. CSOmap can be a widely applicable tool to interrogate cellular organizations based on scRNA-seq data for various tissues in diverse systems.	468	1.2813141683778233	6	47	22	0.04700854700854701	3.6
10.1038/s41467-017-00039-z	FALSE	FALSE	Reconstructing cell cycle pseudo time-series via single-cell transcriptome data	2017-06-19	NA	1560	4.271047227926078	9	49	72	0.046153846153846156	5
10.1038/s41467-017-01188-x	FALSE	FALSE	Genome-wide prediction of DNase I hypersensitivity using gene expression	2017-10-19	NA	1438	3.9370294318959616	8	49	20	0.013908205841446454	8.5
10.1038/s41467-017-02554-5	FALSE	FALSE	A general and flexible method for signal extraction from single-cell RNA-seq data	2018-01-18	NA	1347	3.6878850102669403	5	60	280	0.20786933927245732	51.396
10.1038/s41467-018-03214-y	FALSE	FALSE	Reconstruction of complex single-cell trajectories using CellRouter	2018-03-01	NA	1305	3.572895277207392	10	32	46	0.03524904214559387	11.1
10.1038/s41467-018-03282-0	FALSE	FALSE	Characterizing the replicability of cell types defined by single cell RNA-sequencing data using MetaNeighbor	2018-02-28	NA	1306	3.575633127994524	5	60	101	0.0773353751914242	13.45
10.1038/s41467-018-03405-7	FALSE	FALSE	An accurate and robust imputation method scImpute for single-cell RNA-seq data	2018-03-08	NA	1298	3.5537303216974676	2	39	258	0.1987673343605547	101.676
10.1038/s41467-018-03608-y	FALSE	FALSE	BEARscc determines robustness of single-cell clusters using simulated technical replicates	2018-03-22	NA	1284	3.515400410677618	5	20	14	0.010903426791277258	18.146
10.1038/s41467-018-03933-2	FALSE	FALSE	A geometric approach to characterize the functional identity of single cells	2018-04-17	NA	1258	3.4442162902121836	4	36	32	0.025437201907790145	30.2
10.1038/s41467-018-04368-5	FALSE	FALSE	Interpretable dimensionality reduction of single cell transcriptome data with deep generative models	2018-05-21	NA	1224	3.351129363449692	3	63	132	0.10784313725490197	61.45
10.1038/s41467-018-04696-6	FALSE	FALSE	Uncovering pseudotemporal trajectories with covariates from single cell and bulk expression data	2018-06-22	NA	1192	3.263518138261465	2	45	32	0.026845637583892617	26.9
10.1038/s41467-018-05083-x	FALSE	FALSE	Detection and removal of barcode swapping in single-cell RNA-seq data	2018-07-10	NA	1174	3.2142368240930868	5	18	93	0.07921635434412266	50.93
10.1038/s41467-018-05112-9	FALSE	FALSE	TCM visualizes trajectories and cell populations from single cell data	2018-07-16	NA	1168	3.1978097193702943	5	31	8	0.00684931506849315	0.25
10.1038/s41467-018-05988-7	FALSE	FALSE	GraphDDP: a graph-embedding approach to detect differentiation pathways in single-cell-data using prior class knowledge	2018-09-11	NA	1111	3.0417522245037647	3	35	5	0.004500450045004501	15.676
10.1038/s41467-018-07170-5	FALSE	FALSE	Using single nucleotide variations in single-cell RNA-seq to identify subpopulations and genotype-phenotype linkage	2018-11-20	NA	1041	2.8501026694045173	4	76	31	0.029779058597502402	111.406
10.1038/s41467-018-07234-6	FALSE	FALSE	Discovery of rare cells from voluminous single cell expression data	2018-11-09	NA	1052	2.8802190280629705	4	33	38	0.03612167300380228	33.546
10.1038/s41467-018-07931-2	FALSE	FALSE	Single-cell RNA-seq denoising using a deep count autoencoder	2019-01-23	NA	977	2.674880219028063	5	54	273	0.27942681678607983	184.776
10.1038/s41467-018-08023-x	FALSE	FALSE	Bulk tissue cell type deconvolution with multi-subject single-cell expression reference	2019-01-22	NA	978	2.6776180698151952	5	15	164	0.16768916155419222	81.73
10.1038/s41467-019-09639-3	FALSE	FALSE	A Bayesian mixture model for clustering droplet-based single-cell transcriptomic data from population studies	2019-04-09	NA	901	2.4668035592060233	15	30	23	0.025527192008879023	20.196
10.1038/s41467-019-09670-4	FALSE	FALSE	Single-cell trajectories reconstruction, exploration and mapping of omics data with STREAM	2019-04-23	NA	887	2.428473648186174	15	58	74	0.0834272829763247	60.15
10.1038/s41467-019-10216-x	FALSE	FALSE	Model-based understanding of single-cell CRISPR screening	2019-05-20	NA	860	2.3545516769336072	14	37	22	0.02558139534883721	4.5
10.1038/s41467-019-10500-w	FALSE	FALSE	Simulating multiple faceted variability in single cell RNA sequencing	2019-06-13	NA	836	2.2888432580424367	3	54	38	0.045454545454545456	8.346
10.1038/s41467-019-11591-1	FALSE	FALSE	A general approach for detecting expressed mutations in AML cells using single cell RNA-sequencing	2019-08-14	NA	774	2.1190965092402463	10	72	50	0.06459948320413436	40.5
